,Feature 1,Feature 2
160,1.512711277,1.031171102
161,0.767902113,1.330469525
162,-0.766393455,0.231000356
163,1.521759832,1.563809639
164,-1.111369605,0.728975314
165,-0.272681685,1.514817665
166,-0.462701335,-1.242090283
167,0.222161154,-0.77477016
168,1.445412651,0.835757662
169,1.448240325,-0.102557558
170,-0.984689838,-0.908379103
171,-0.203686455,-0.245670754
172,-0.669121491,1.721924256
173,-0.356380817,0.623835848
174,-0.885155736,-1.056843123
175,-0.348463331,0.751818387
176,1.305160052,0.0562867
177,-0.349594401,0.267743808
178,0.025920622,1.352586192
179,0.828979858,1.479684438
180,0.269100532,0.899525897
181,-0.346201193,-0.050529743
182,-0.915129073,-0.558421209
183,-0.222914634,1.226677586
184,0.537163967,0.5723803
185,-1.042374375,-1.420908446
186,-0.723978354,-0.668701642
187,-0.904383915,-0.984634346
188,-0.69683269,-0.361170981
189,2.115571239,1.063654766
190,1.048407311,1.693744462
191,-0.490978069,0.178243694
192,-1.063864692,0.006078889
193,-0.957544174,-0.204614239
194,-0.969420402,-1.458455269
195,0.01234779,1.965494822
196,2.842283293,-0.64395071
197,0.498707609,-0.796794068
198,-1.131163319,-1.490157214
199,-0.247232625,0.004011085
200,-0.187285949,-0.430832459
201,-0.648196708,-0.867103276
202,-0.67873558,1.131616377
203,0.215940272,1.447670883
204,-0.154484938,0.080531223
205,2.738224913,0.425950952
206,-0.693439482,1.101898253
207,-0.252322437,-1.454296358
208,-0.765262385,0.17109121
209,-1.096665703,-1.196610984
210,0.165607686,-0.535105666
211,-0.837085289,-0.680167783
212,-1.129466714,-1.491132553
213,-0.250625833,-1.144445286
214,-0.691742878,-0.995653707
215,-1.126073506,-0.029056969
216,-0.633492806,1.125574395
217,-0.636886014,-1.204379919
218,-0.593339845,1.755818341
219,0.026486157,0.31691825
220,-0.735289047,-1.365735821
221,0.300204939,-0.978478011
222,0.05589396,1.397974081
223,0.666105872,-1.325221099
224,-0.628968529,-0.766198504
225,-0.715495334,1.376250444
226,0.635567,-0.261663966
227,1.407521828,0.332963228
228,0.909851316,-0.096614112
229,-0.632361737,-0.393756982
230,-0.74037886,-0.646357038
231,-1.083092871,-1.221343257
232,-0.034591588,-0.22567286
233,-1.011269968,-1.255120439
234,-0.924743163,0.624212816
235,-1.0248428,-1.414844097
236,-0.822946922,-0.93585111
237,0.059852703,1.347502744
238,-1.004483552,-1.368730765
239,-0.662900609,-0.61904681
240,0.296246196,-0.26186418
241,-0.109242165,1.228372971
242,-0.019322152,-0.342079984
243,0.85951873,-0.0973867
244,0.135634349,1.320310989
245,-1.016925315,-1.039069918
246,-0.32527641,-1.265661268
247,-0.898163033,1.661111773
248,1.365106728,1.348889486
249,-0.012535736,-0.45647159
250,-0.467225613,-0.515076618
251,2.482037707,-0.664578951
252,-0.113766442,-0.609641251
253,2.781771083,-0.784051495
254,-1.089313753,-1.471600671
255,0.049673078,-0.218659266
256,-0.528303357,1.291471582
257,-0.616526766,-1.263306131
258,-0.662335075,0.832009985
259,1.088560273,0.148408025
260,-0.027239637,0.179875649
261,0.148076112,-1.215359744
262,-0.364863837,0.096847077
263,-0.54922814,-0.224355778
264,-0.303220557,-0.424114116
265,-1.0248428,-0.312519209
266,-1.100624446,0.327426884
267,-0.571283992,-0.949838244
268,0.618600959,1.753548802
269,2.747839003,-0.03698976
270,-0.850092586,0.407641511
271,0.130544537,-0.357483726
272,-0.75621383,-1.249304474
273,-0.934357252,1.084319265
274,-0.189548088,0.925256219
275,-0.737551186,0.093669077
276,-0.27211615,-0.804474898
277,-0.716060869,-0.721650072
278,-0.68834967,2.295068573
279,-1.049160791,-1.244930026
280,-0.915129073,0.446331217
281,0.559219819,0.363768911
282,-0.062868321,0.007160203
283,0.08982604,-0.693554981
284,-0.557145626,0.721394784
285,0.436498795,2.042458868
286,0.705127764,1.900631725
287,-0.210472871,-0.174470856
288,-0.610871419,1.628617074
289,-0.429900324,-0.384209003
290,-0.104717887,-0.252024022
291,-0.661204005,0.307188769
292,-0.729068166,-0.931239118
293,-0.390878432,-0.231220862
294,-0.405582333,0.021732522
295,-0.479101841,-1.110660912
296,-0.672514699,-1.069098246
297,0.655926248,-1.012016834
298,-0.10867663,-0.824650951
299,-0.874976112,-1.10038062
300,-1.036719028,2.129614751
301,1.193749722,-0.170224819
302,-0.936053856,-1.228969916
303,-1.109107466,0.988129738
304,0.485700311,-0.895317104
305,-1.123811368,-1.442607556
306,1.244082308,0.333930206
307,0.534901828,-0.60826799
308,-0.806546416,1.654138021
309,0.320564187,0.025461013
310,0.085301763,0.929015234
311,-0.35920849,-0.507118787
312,-0.848395982,-0.111119678
313,-0.31679339,1.868817802
314,-0.855182398,1.998616914
315,-0.730199235,-1.125078896
316,-0.925308698,0.49862909
317,0.089260506,-0.661668016
318,-0.081530966,1.985057405
319,1.332305717,1.449323274
320,2.180607726,-0.238440293
321,-0.841609566,-1.089587671
322,0.847076967,0.380008724
323,0.327916138,-0.841431772
324,-0.406713403,0.408580398
325,-1.122114764,-1.482957948
326,1.938558886,0.858656924
327,-0.213300544,0.296323033
328,-1.070651109,0.658793541
329,-0.663466144,1.645183984
330,0.145813973,0.152787131
331,-0.952454362,-1.043724047
332,-0.916825677,-0.204526876
333,1.106091847,-0.215335451
334,-0.021018756,-0.57174625
335,0.7481084,-1.221359372
336,-0.78279396,0.669027301
337,3.013640299,-0.485632725
338,0.299073869,-0.512105116
339,-0.059475113,-0.185776921
340,0.502666351,0.980191522
341,-0.977337887,1.380050882
342,-0.937184926,-0.41782747
343,-0.25628118,2.208832557
344,0.200670836,-1.07595476
345,-0.911170331,-0.788106048
346,-1.006180156,0.531830075
347,-0.662335075,-0.25392197
348,0.847642502,-0.462160688
349,-0.170319909,-0.360642816
350,-0.208776267,0.531542527
351,1.328912509,0.729756629
352,-0.898163033,-1.006981824
353,1.647308529,-0.810152953
354,-0.686653066,1.306122646
355,-1.035587959,-1.3071777
356,-0.440079948,-1.013023178
357,2.446974557,-0.233737902
358,0.112447427,-1.070614051
359,0.235733986,0.880176493
360,1.570395814,0.553932823
361,-0.578635943,-0.194556856
362,1.729311057,0.102725184
363,-0.824643526,-0.651603742
364,-0.365429371,1.488766899
365,0.620863098,-0.502228341
366,-0.808808555,-1.285551723
367,1.614507518,1.00700051
368,-0.201989851,0.563147809
369,1.12701663,0.61202897
370,0.372593377,1.075363763
371,-1.130032249,-1.492567242
372,-0.73076477,-0.16262838
373,1.690289165,0.112730945
374,-0.907777123,-0.115194892
375,-0.638017084,1.887149009
376,0.362979287,-0.166735281
377,-0.529434427,1.992964737
378,0.149772716,0.83657268
379,-0.420851769,0.464050848
380,-0.458742592,1.890591332
381,0.119799378,-0.700958417
382,-0.418589631,-0.602464733
383,-1.020884057,-0.941094424
384,0.194449955,-0.49679272
385,-0.757910434,-0.599016602
386,-0.652720985,-1.222474614
387,-0.783359495,-1.227903622
388,0.579579067,-0.733844422
389,-0.116594115,1.099718381
390,-0.871582904,-0.50379327
391,-1.088748218,-1.460270117
392,-0.666859352,-1.123460232
393,-1.024277265,-0.508256579
394,0.169000894,-0.845340511
395,-0.841044031,-1.30199981
396,-0.141477641,1.742605465
397,-0.807677486,-1.374427951
398,0.006692443,-0.286487296
399,1.421660195,0.325344485
400,-0.113766442,-0.227956801
401,0.618600959,0.711040056
402,-0.056081905,-0.277592894
403,-0.50681304,-1.117040039
404,-0.820119248,-0.980588621
405,0.750370538,0.451849883
406,0.659884991,0.983784863
407,0.391256021,-0.211274082
408,-1.000524809,1.119021956
409,0.444981815,1.59494062
410,1.11853361,0.544124789
411,0.543950383,0.76720948
412,-0.956413105,-1.268595479
413,-0.754517226,-0.326583709
414,-1.046333118,-1.282852184
415,-0.623878717,-1.339157478
416,0.438195399,1.147876146
417,1.90632341,-0.131044044
418,1.254261932,0.670627412
419,-0.40275466,-0.929334528
420,1.524021971,-0.218769072
421,-0.76469685,1.97694503
422,2.480906637,-0.600875924
423,1.057455866,0.708900941
424,1.194880791,1.285687665
425,0.728314686,-0.058428157
426,0.584103344,0.229311441
427,-0.184458276,0.105404343
428,-0.874976112,-0.069098991
429,1.504793792,0.711266476
430,-0.01423234,0.412398539
431,-0.779966287,-1.202216162
432,1.285366339,0.595301204
433,0.246479145,-0.327485006
434,-0.775442009,-0.256981553
435,1.645611925,0.196041737
436,-0.684390927,-1.136111437
437,-1.053119534,-1.284107268
438,1.644480856,1.425313649
439,0.184835865,0.535899696
440,-0.787883772,-0.713657378
441,-0.357511886,1.50439158
442,0.381076397,-0.644261657
443,0.441588607,0.301530093
444,1.116837006,-0.096755891
445,0.305294751,0.21205438
446,1.301766844,1.198127067
447,0.071728931,-0.440701686
448,-0.881762528,0.064188019
449,-0.52264801,0.834571744
450,-0.047033351,-0.481021708
451,-0.639713688,-1.272344539
452,-0.874976112,0.437234722
453,-1.126073506,-1.400675087
454,0.73001129,1.46546749
455,0.018003137,-0.610683845
456,0.411049734,-0.041878844
457,2.357054544,0.645271907
458,-1.088748218,-1.434145758
459,-1.086486079,-1.236137629
460,-0.597298587,0.336440466
461,0.542253779,-1.094742493
462,-1.075175386,-1.274734679
463,-0.612568023,0.555060237
464,1.480475801,0.172442613
465,-1.083092871,-1.359967549
466,-0.951888827,0.873233782
467,-0.364298302,-0.513486379
468,-0.345635658,-1.317028378
469,0.605028127,0.570308983
470,-0.181630603,1.223795098
471,-0.598429657,-0.762888301
472,2.50183142,0.669371267
473,0.353930733,1.126280601
474,0.684202981,0.913101896
475,-0.837650823,-0.876873639
476,3.022123319,-0.483683416
477,1.113443798,-1.000469909
478,0.226685431,1.434173433
479,-0.414065353,-1.236887704
480,1.051800519,-0.748103566
481,0.226119896,1.263773817
482,1.429012146,-0.26716222
483,1.78529899,-0.653262739
484,0.663843733,1.898662379
485,-0.687784135,-1.032353068
486,-0.761303642,1.316729408
487,0.02196188,-0.243926965
488,-0.403320195,2.173980798
489,-0.403885729,-0.699425745
490,-0.411803215,-1.387934897
491,0.063811445,2.059320045
492,0.614642217,0.548415953
493,-1.010704433,-1.338603003
494,0.517935788,-0.525037554
495,1.734966404,0.832542606
496,-0.731895839,-0.304287061
497,-0.725109423,-1.408372368
498,-0.841044031,0.131661812
499,0.503797421,-0.122905158
500,-1.099493377,2.127228503
501,0.236299521,-0.091104892
502,1.599803617,1.172794767
503,-0.395402709,1.474841436
504,1.494048633,0.247780822
505,-0.035157122,1.211437896
506,-1.122114764,-1.310376895
507,-0.041943539,2.053075741
508,0.498707609,-0.120795936
509,-1.123811368,-1.137194802
510,2.682802515,-0.191266974
511,-0.699660363,1.85241291
512,-1.042374375,0.090651386
513,-0.991476254,0.21132118
514,-0.251191367,-0.162377715
515,-0.508509644,1.590575181
516,0.428581309,-0.727666365
517,0.828414323,-0.819950157
518,-0.012535736,-0.414425604
519,0.02931383,0.189231085
520,-0.6448035,-0.674491984
521,-0.451956176,1.091568628
522,0.563744096,-0.277959785
523,-0.86875523,-1.058755963
524,2.791385173,-0.667210451
525,-1.001090344,-1.267190046
526,2.164772755,-0.275346799
527,-0.086055243,1.674615661
528,0.944914466,1.054996569
529,-0.977903422,1.465015072
530,-0.656679728,1.597613707
531,-1.032194751,-1.305556481
532,-0.643106896,-0.883511435
533,-0.971117006,-0.128757295
534,1.219198782,-0.699102767
535,2.457154181,-1.416914077
536,-0.630099598,1.290020926
537,1.374720817,-0.952597309
538,-0.940012599,0.426801276
539,-1.112500674,-0.85430328
540,0.089260506,1.887030481
541,-1.036153493,1.522416109
542,0.463644459,0.41710485
543,2.5634747,0.229038158
544,0.039493454,1.020942924
545,-1.029367077,-1.340232803
546,-0.779966287,0.404760347
547,-0.862534349,-0.999355484
548,0.098874595,0.023523478
549,0.357323941,-0.046190224
550,2.406821595,0.209202505
551,1.389990253,-0.31073701
552,-0.768090059,-0.214730234
553,-1.113631744,-1.490431029
554,-0.479667375,-0.695386083
555,-0.087751847,-0.11200083
556,-0.625009786,-1.024777074
557,-0.382395412,0.70372112
558,-0.854051329,-1.455934224
559,0.249872353,-0.295444403
560,-1.100624446,1.990693359
561,0.40200118,0.309064904
562,2.423222101,0.052296945
563,-0.956978639,-1.218649144
564,1.941952094,0.112492119
565,1.153031225,0.227132149
566,2.249602956,0.970766739
567,-1.089313753,-1.233082213
568,2.0007677,0.428747518
569,-0.700225898,-0.607876629
570,-0.449694038,-0.275421549
571,-1.100624446,-0.520592472
572,-0.50681304,-0.105385076
573,-0.615395697,1.013529957
574,-0.796366792,-1.050759828
575,-0.256846714,-0.694374059
576,-1.098927842,-1.353683654
577,-0.834257615,-0.981077073
578,-1.018056384,-1.024945893
579,-0.584856825,-1.135068816
580,-0.992607324,-1.012267363
581,0.051935217,-0.16441634
582,-0.786187168,1.135808671
583,0.544515917,1.213910384
584,-1.129466714,-0.085444898
585,-1.084223941,-1.31637836
586,-0.239315139,1.870679155
587,-0.460439196,2.169923974
588,-0.45365278,1.936704194
589,-1.074609851,-1.32508502
590,-0.99939374,1.193855121
591,-0.887983409,1.419327268
592,0.413877408,0.319186492
593,-1.010138899,1.471831759
594,-0.697963759,-1.094715995
595,-1.117024952,-1.462611722
596,-1.001655878,-0.968002877
597,-1.036719028,-0.373860158
598,-0.973944679,1.264042917
599,-0.205383059,0.76920888
600,-0.228569981,0.10247861
601,-0.395402709,-0.490895909
602,-1.087051614,-1.125100263
603,1.548339962,1.276264046
604,1.819796605,0.50018037
605,0.031575969,0.70204664
606,2.991018912,-0.679089115
607,1.42222573,-0.382159948
608,-0.790145911,-0.727640712
609,-0.45478385,-0.729690441
610,-0.688915204,-0.023438107
611,0.671761219,-0.096906205
612,-0.653852055,1.682598698
613,-1.093272495,-0.69664844
614,0.076253208,0.038467717
615,-1.021449592,1.245781014
616,0.680244239,-0.051435048
617,0.699472418,1.530862323
618,-0.680432184,1.88788646
619,-0.769786663,1.071275461
620,-0.294737537,1.413356532
621,-0.652155451,-1.154131859
622,-0.141477641,-0.588952536
623,-0.64367243,0.681100038
624,-0.979034492,-1.401991119
625,-0.956413105,1.592541337
626,1.939124421,1.202738938
627,-0.528868892,-1.138156003
628,-1.009573364,-1.372003136
629,-0.561104368,-0.596609893
630,-0.027805172,-0.466913267
631,-0.148829592,-0.073258569
632,0.405394388,0.677562481
633,-0.555449022,1.818286904
634,0.227250966,1.790830982
635,-1.101189981,-1.344781157
636,-0.078703292,-0.153971052
637,1.356623708,-0.633063555
638,-0.780531821,-0.217406168
639,-0.94736455,-1.320699192
640,-0.81785711,-1.303017706
641,-1.12890118,-1.269720757
642,-1.003352482,-0.018961142
643,-1.06838897,-1.38299935
644,-0.095669332,0.016044932
645,-0.20425199,-0.691573791
646,-0.117725185,-0.546187263
647,-0.919653351,-0.701363821
648,-1.130032249,-0.741199074
649,0.447243954,0.194497144
650,-0.836519754,-1.081519918
651,-1.093272495,0.14661795
652,-0.717757473,0.341517094
653,-0.4197207,-0.308320422
654,-0.440645483,-0.600556246
655,-0.811070694,-0.883271069
656,-0.594470914,-1.24190627
657,1.36058245,0.085787
658,-0.606912677,0.282039264
659,0.545646987,0.529596874
660,-0.606347142,1.740253507
661,0.563178561,-0.103852437
662,-0.940012599,0.115562365
663,0.580710136,1.720262102
664,-0.841609566,-1.314269741
665,0.426884705,-0.10003014
666,1.045579637,-0.185231636
667,1.757022256,0.59400583
668,-1.104583189,-1.404602094
669,1.299504706,-0.446078882
670,-1.027104939,-1.336931896
671,-1.031063681,-1.442482773
672,0.477217291,0.589775103
673,-0.283992379,1.179616995
674,-0.224611238,1.397276915
675,-1.114762813,-1.449518879
676,0.636698069,1.066423449
677,-0.731330305,-0.684728225
678,0.458554647,0.636949231
679,2.752928815,-0.768587864
680,-0.729068166,0.182684946
681,-0.236487466,-0.595926589
682,-0.795235723,-1.11562176
683,-0.244970486,0.614104829
684,0.244782541,0.095458719
685,1.162645315,0.083047065
686,0.426319171,-0.506598696
687,-0.326973014,0.806307485
688,-0.346766727,-0.174356367
689,-0.546400467,-0.322929257
690,0.241954867,-0.505016732
691,-1.020318523,-1.018940163
692,2.150068854,0.822791749
693,-1.126073506,-1.464414393
694,-0.93039851,-0.716639008
695,3.08150446,-1.119514426
696,-1.070085574,-0.376326144
697,0.8329386,-0.26121882
698,-0.467791147,-0.292248434
699,1.252565328,-0.483972383
700,2.010381789,0.128973127
701,-0.209907336,0.291584892
702,0.067770188,0.782322655
703,-1.008442294,-0.996692902
704,-0.497764485,-0.887568464
705,0.717003993,0.033347325
706,-0.399926986,1.273961971
707,-0.875541646,-1.053424359
708,-0.808808555,-1.426583619
709,-1.104583189,-0.892994238
710,-1.070085574,-1.483146987
711,1.067069955,1.135805099
712,0.984501893,0.065988091
713,0.708520972,1.196943073
714,-0.846699378,-1.464900638
715,-1.056512742,0.59387559
716,1.412046105,-1.277829405
717,-0.437252275,-0.917493867
718,-0.82634013,-0.839579129
719,-0.90381838,-1.243305166
720,0.692120467,-0.277907301
721,0.890623137,0.23199771
722,-0.084924174,0.762729069
723,0.680809773,1.243880998
724,0.137330953,0.426591102
725,-0.678170046,2.158055373
726,1.272359041,1.326263069
727,-0.472880959,0.464529674
728,-1.065561296,-1.203118474
729,-1.037284563,2.266503356
730,-0.039115865,1.120250306
731,1.614507518,0.5040221
732,-1.12777011,-1.320426305
733,-0.789014841,0.044225128
734,-1.089879287,-1.46632988
735,-1.053685068,0.913991184
736,0.005561374,-1.136277245
737,-0.610305885,2.187665899
738,-0.82634013,1.98871042
739,0.821062372,1.5749006
740,-0.428769255,-0.383696074
741,0.325653999,-0.219771341
742,-0.97281361,0.527953089
743,1.240123565,-0.702579161
744,-0.40162359,-1.12068661
745,-1.079699663,-1.158939432
746,-0.601822865,0.023772795
747,1.185832236,0.805416201
748,-1.113631744,1.680423308
749,-0.945667946,0.756984398
750,-0.789014841,1.097897736
751,0.235168451,-0.380582922
752,1.293849359,0.284649397
753,0.978281011,-0.335514761
754,-0.875541646,-1.160419374
755,0.942086792,0.756446762
756,0.613511147,-0.231945902
757,1.887095231,-1.058387495
758,-1.095534634,-1.389632403
759,0.693251536,0.060487558
760,-0.112069838,2.081589187
761,2.343481712,0.779783301
762,-1.040112236,-1.221117547
763,-0.950757758,-1.416090947
764,-0.903252845,-0.633735166
765,-0.22121803,-0.519712106
766,0.661581595,-0.124941926
767,0.148641646,0.459816111
768,1.171128335,-0.473976471
769,0.318867583,0.963586408
770,0.661581595,0.544591636
771,1.060849074,-1.275261356
772,1.315339676,-0.828787351
773,-1.044636514,1.263884604
774,-0.251191367,1.23158243
775,-0.138649968,1.043490011
776,-1.039546702,-1.235614846
777,0.339226831,1.180524048
778,0.966970318,0.889684951
779,0.771860856,-0.643381628
780,1.602065756,0.298011963
781,-0.037984796,2.040021387
782,-0.116594115,-1.209898566
783,1.36171352,0.082414415
784,-1.129466714,-1.363713334
785,-0.446866364,2.03721485
786,-0.858575606,-1.376217077
787,-0.949626689,-1.005836426
788,0.155993597,0.415851983
789,0.607290266,2.037546748
790,1.375851886,0.937912669
791,-1.020318523,-1.3841037
792,-0.14260871,-0.177969412
793,0.507756164,-0.176451737
794,-0.702488036,2.113487708
795,0.707955438,1.532897623
796,3.251164862,-0.699530946
797,-1.110238536,-1.287886783
798,-1.058209346,-1.421426189
799,1.905757875,-0.881866307
800,0.648574297,1.432304328
801,-0.586553429,-1.092281775
802,-0.867624161,-0.967937211
803,-0.39314057,1.760471142
804,-0.996566066,-0.856360254
805,-0.781662891,-1.050942078
806,-0.410106611,0.125129423
807,1.188094375,1.252245852
808,-1.116459417,-1.466029206
809,-0.406713403,0.642274696
810,1.943083163,-1.054369693
811,0.191622281,0.131582964
812,-0.277771497,-0.856235825
813,-1.118156021,-0.449192699
814,-0.511902852,-0.983168563
815,1.954959391,-0.568137381
816,0.77242639,-0.095554539
817,1.00599221,-0.225976733
818,2.081073624,0.96797806
819,-0.667990421,-0.543260555
820,1.928944797,-0.131499676
821,-0.824077991,-1.343304147
822,2.776681271,0.293271752
823,0.481741569,-0.098522706
824,-0.70531571,1.283243952
825,2.033568711,-0.415363176
826,-0.915694608,-1.475878551
827,1.59414827,-0.796623666
828,-0.277771497,0.64133871
829,-0.628402994,2.181568177
830,1.042751964,0.081728215
831,-0.798063396,1.028681304
832,-1.001090344,-1.226968047
833,1.495745237,0.10728388
834,0.467603202,1.695155414
835,-0.06513046,2.112132906
836,0.33187488,1.138978496
837,-0.790711445,-0.79710443
838,0.856691057,-0.904933293
839,0.222161154,-0.441180235
840,-1.009573364,1.014858679
841,2.003595373,0.481973723
842,0.128282398,1.343570652
843,-0.501723228,1.80755721
844,-0.117725185,-0.156292487
845,2.301632146,-0.686626709
846,0.981108685,0.303889031
847,1.371893144,0.306839432
848,-0.628402994,-1.07592388
849,1.109485055,1.20192369
850,2.039789592,1.235557901
851,-0.307744835,0.37509858
852,-0.625009786,-0.636278311
853,-0.694005016,-0.989637384
854,0.033838108,0.68795255
855,-1.038415632,1.43146348
856,-0.145436384,-1.129944177
857,0.744149657,0.940466672
858,-0.761869177,0.065574824
859,-0.674211303,1.765709745
860,-0.497764485,0.213543478
861,-0.054950836,-0.610023721
862,-1.122114764,-1.428746295
863,-0.138084433,-0.051543843
864,-1.001655878,1.606936661
865,0.348275386,-0.723242642
866,-1.124942437,1.479253249
867,0.717003993,1.990765754
868,0.800703124,1.298642515
869,-0.398795917,-1.09545608
870,-0.419155165,-0.009799819
871,-0.168057771,2.089518993
872,-0.877803785,-0.926169839
873,-0.840478497,0.61819734
874,-1.010704433,0.178285197
875,0.864608542,0.786840878
876,-1.063299158,1.089027179
877,0.15995234,-0.710513637
878,-0.873845042,-0.293309333
879,-0.027805172,0.442870913
880,-1.104017654,-1.33593879
881,-0.80824302,-1.192755769
882,0.733970033,0.715151674
883,-0.862534349,-0.663145435
884,-0.773745405,0.446640012
885,-0.369953649,0.192139975
886,0.848208037,-1.328134157
887,1.803396099,0.364289277
888,2.765936112,0.177240481
889,1.090822411,1.659150265
890,0.858953195,1.736331784
891,0.787130292,1.299298584
892,-0.550924744,0.903051922
893,0.013478859,2.095822453
894,-0.479101841,-0.329740521
895,1.331174647,1.342501446
896,3.01250923,-0.483709797
897,0.342054504,2.109686276
898,-0.398795917,0.526003018
899,1.712345017,-0.414042736
900,-0.189548088,2.12077231
901,-0.355249747,-1.268821485
902,-0.896466429,-0.847475288
903,-0.992041789,0.896372187
904,0.120930447,-0.01091635
905,-1.129466714,-0.18261999
906,0.801834193,-0.286129902
907,0.54847466,-0.372293585
908,0.873091562,0.863028308
909,-0.150526196,-1.032327575
910,-0.600126261,0.694034838
911,-0.597864122,-0.119062895
912,-0.406713403,-1.185388021
913,1.501966118,-0.01207682
914,1.770029553,0.251894345
915,-1.078568594,-0.154932844
916,-0.577504874,-0.933737302
917,1.48160687,-0.231015879
918,-0.676473442,1.649102318
919,-0.809939624,1.072015149
920,-0.786752703,0.076952125
921,-1.127204576,-1.207178943
