Label	1	2	3	4	5	6	7	8	9	10
1	0.065	1.817468901	2.965328325	1.526947678	-0.707022399	-0.341237239	13.57656164	0.059134435	-0.117873837	4.188634989
2	1.37	4.427705724	1.107976019	1.533912529	-1.417341341	0.414383607	9.302231873	0.807595877	-1.980749491	22.64865363
1	0.435	2.767820777	0.605948128	1.536012759	-2.584916232	-3.10300895	11.14989728	0.939918174	-0.374656182	2.130332115
1	1.141	1.63127238	2.97184208	1.572157304	0.586475087	-1.191131161	9.353649472	0.056845723	-0.444042857	5.314512291
2	6.81	1.759671045	5.720527553	1.572943074	0.49537979	-3.06190978	12.78817083	-0.093249462	1.450868827	17.54195318
1	1.352	1.711880752	3.768287102	1.637122384	-1.553361329	-2.386130457	12.4133259	-0.155633197	-0.011536515	1.790607417
1	0.043	1.194686395	3.607295953	1.647313583	-0.999318117	-0.482077696	13.09668368	-0.12448419	0.021546396	0.087105491
2	5.09	3.968031526	5.734444699	1.669332872	0.390408185	-0.25010689	10.78786793	-0.090961406	0.174349814	18.20819374
1	1.488	1.912472403	1.278502297	1.671831384	-0.987584434	1.495747985	12.15695115	0.74898995	0.082653931	2.143953118
1	0.61	0.553222635	4.566035705	1.676660945	-2.308869887	-1.362853943	11.94493763	-0.216667045	0.073278846	3.657229264
2	1.787	5.561928631	5.911165939	1.684915079	-2.943675877	-1.844207595	13.60180785	-0.061493352	0.313522721	28.11561756
1	0.801	1.069876543	4.273459535	1.69449472	-1.141973161	1.274411084	9.452997825	-0.211820687	-1.909057554	0.161329861
1	2.801	2.757962272	4.339160845	1.702482753	-0.273205064	-1.319645021	10.31642716	-0.214593369	-0.897948631	0.633947702
2	0.853	4.270324139	5.268276438	1.704339408	-2.181409199	-1.72127642	11.85761355	-0.161235363	-0.060125291	8.192364685
1	0.004	0.008236368	5.348466688	1.713798348	-0.082330058	-2.052878186	13.68365881	-0.150404219	0.355884654	0.013069244
1	1.817	0.176709431	0.096234332	1.717203343	-0.89227169	-0.083190909	10.25985539	0.998457207	-1.449619849	0.296442053
2	1.781	5.437113183	0.394153888	1.719117312	-2.679714471	-0.976574322	13.66365007	0.974307509	0.010388734	0
1	0.147	0.035490624	0.975969116	1.737152833	-2.240083083	-2.684534055	12.58616295	0.848638879	0.215539757	0.044655805
1	0.537	1.515310246	2.654600351	1.744852664	-1.080130187	-2.182970254	13.49329978	0.176286413	-0.281726362	4.315446926
1	0.599	2.32112157	3.151968761	1.745301605	-1.175646804	0.480829271	12.52231321	-0.003291886	0.076090613	5.92549503
1	1.675	1.325416235	2.20132442	1.752870801	-0.55770048	-0.931094008	8.541686412	0.366922869	-1.164001841	0.045149609
1	0.314	3.149940303	4.792381288	1.767728358	-0.877718571	-0.089517148	8.106868645	-0.20799729	-1.019483444	0.90741143
2	0.711	5.228195328	2.095859617	1.773089714	-0.62392161	-1.238236174	11.23879694	0.412857908	-0.343390731	21.70573876
2	3.064	3.477502438	2.504833738	1.775871849	0.148323676	0.73406276	8.712798188	0.23737809	-0.609289485	7.666223198
1	0.589	1.757028892	3.062811868	1.784991404	-2.115913409	-2.81330715	12.37064993	0.02569512	0.125841183	5.201048456
1	3.008	1.876829636	4.624403672	1.800243643	-1.785302737	-0.962108336	11.90752744	-0.21540762	-0.18638061	0.038193836
2	2.838	6.262713718	3.378285329	1.842836398	-1.340719655	-2.14609091	11.57803475	-0.069410597	-0.423568555	3.040522146
1	1.043	1.596998572	4.56959105	1.851251429	-2.722948041	-1.717233632	11.54080787	-0.216610563	0.112095327	1.00926046
1	0.772	0.549146131	1.840798477	1.860470382	-1.468595686	-0.750676145	13.57214128	0.523561017	-0.459344568	0.823038401
2	0.073	7.452051295	2.030806709	1.873999843	-0.158166761	-3.430548458	9.072096059	0.44122756	-1.095957834	14.50005087
1	0.496	0.293423878	5.700223227	1.883652986	-1.92902841	-3.034345137	10.49703962	-0.096575025	-1.414657231	1.506036851
2	5.985	3.199868081	1.772757495	1.884835748	-0.55731878	-0.062191763	10.87164483	0.552627797	-0.652525085	29.14240637
1	1.307	1.35615201	0.206224491	1.890188115	-0.397572583	-2.073332024	11.73424352	0.992926967	0.286123186	0.070237834
1	2.276	2.090608128	0.613697117	1.890341294	-1.229778304	-0.264521158	9.724885185	0.938400812	-1.897719476	3.434150374
1	0.672	1.041359327	1.2059452	1.901769053	-0.812723015	0.535504583	13.03158366	0.774642903	0.167564009	0.874543595
1	0.324	0.977855156	1.714963901	1.904489409	-0.431800016	0.143927508	8.290451544	0.577053454	-0.841249243	0.489578643
1	1.484	2.496255175	4.752636969	1.904497396	-1.43315907	0.019658426	13.23137098	-0.210239108	-0.203626379	0.418088518
1	0.026	2.876568958	5.72315451	1.907911002	-1.701573349	-2.921623623	9.560252151	-0.092818094	-1.982298264	2.342196248
2	2.562	3.441728791	1.565619397	1.937040287	-1.880895244	-3.124273792	10.6632892	0.638716282	-1.278507361	20.03046752
1	0.727	1.248158776	3.956537158	1.965104121	0.260404852	-0.80732286	10.6755922	-0.183920308	-0.057077778	6.845602121
1	0.54	1.526414698	4.5144264	2.00015614	-1.222890564	-3.205307286	8.75766466	-0.217185802	-1.725699759	0.167622454
2	7.499	1.530997493	2.093647513	2.016126465	-0.959043358	-1.05300359	11.79401459	0.413822743	-0.10237397	0.205300615
1	2.118	2.427081198	0.773881531	2.0235226	-0.599017994	-1.643445368	10.56237592	0.903131231	-0.983607592	6.999109663
2	1.117	6.24716603	5.949579377	2.04482442	-0.176303535	0.446165119	11.9171089	-0.055037887	0.621138768	8.355192805
2	5.269	3.801569088	0.378862884	2.068547524	-2.276255308	-2.744220384	11.9746276	0.976248258	0.068655633	18.4482071
2	3.768	4.471176408	1.871194557	2.113885246	0.438186107	0.584544181	13.42318685	0.510486056	1.079144594	11.95093832
2	4.7	5.352186929	4.191928745	2.156088223	-1.442048771	1.516858208	11.24662261	-0.206966878	-0.743303919	28.04092769
1	1.038	1.354605421	4.109062235	2.170151874	-0.046242506	-2.415842316	9.8928148	-0.200399162	-0.938681685	0.947735937
1	0.503	3.633756248	1.694672578	2.209820635	-2.37788343	-2.373703593	10.84590594	0.585562755	-0.840715475	0.086084574
1	0.726	0.815959622	1.682109215	2.235222558	-0.850749094	0.616858888	10.70912204	0.590812479	-1.034325407	2.577333868
1	1.479	1.445345976	0.014578479	2.248733734	-2.059544403	-2.715381643	9.26622672	0.999964578	-1.870378416	0.8338826
1	0.165	0.780816901	1.862371098	2.274082483	-0.469984471	-2.308178235	11.5783934	0.514286534	0.097507395	4.320326054
2	5.193	4.526290056	2.078524624	2.278303702	-2.347144104	-1.249189167	13.27927316	0.420419002	0.042989382	25.16908499
2	2.064	7.203703645	1.959090893	2.281011334	-2.141005196	1.766590095	12.50064248	0.472441633	0.15605244	11.58276588
1	0.915	0.975502278	5.915453248	2.296655621	-0.587731211	0.031260256	13.02448516	-0.060773034	0.342413584	3.00858E-06
2	0.641	5.949936833	0.230602261	2.30310728	-2.360466437	-0.504259795	11.14047062	0.991160635	-0.55968977	6.47799499
1	0.37	3.783760648	2.182939659	2.308658104	-2.494290699	-1.04297829	13.73295922	0.374915673	-0.209745884	1.34942E-05
2	4.24	5.992357787	2.56922119	2.327352603	-1.454833175	-1.947885627	11.89712777	0.210813716	-0.208992181	16.71957842
1	0.398	1.778736349	4.457850066	2.351390656	-2.906070755	-3.40018794	12.26719776	-0.21709557	0.722230094	3.29455E-05
1	0.602	3.748771813	5.76443362	2.356980868	-1.013570469	-0.679520647	9.005204883	-0.086009567	-1.761988374	0.037763745
2	3.915	4.086159596	0.454514822	2.362480823	-2.776373438	-2.539876108	9.700866924	0.965923275	-1.319282983	15.47195375
2	0.426	6.768563993	5.064509598	2.454289732	-0.014441556	-1.816912922	11.11920422	-0.18533748	0.10887418	2.251732734
2	3.482	3.356318789	0.64788083	2.455189634	-1.155093976	-2.963597914	12.87051423	0.931495397	0.039270855	2.021846133
2	4.437	4.702439931	1.069696469	2.479110863	0.847201491	-0.657873809	12.90860388	0.819909906	1.691438047	9.683498579
1	2.752	1.54927244	2.264449472	2.497909648	-1.478081474	-2.448046314	13.8110422	0.33955958	-0.675330615	0.856971111
1	0.087	1.530034313	2.54766606	2.523256338	-1.549667191	1.376366804	10.20388633	0.219659672	-1.711317109	5.066694257
1	1.844	2.682846876	5.137463742	2.541847116	-1.611601008	-2.525176192	13.37078074	-0.177326391	-0.305631291	0.561137606
2	5.101	3.859458921	5.762294739	2.550750674	-1.384933109	0.893963773	9.760070553	-0.086363648	-1.927091172	20.214748
1	0.01	0.543486932	3.072600746	2.565539859	-2.355635921	-2.712696476	13.7464206	0.022436104	-0.326623034	0.229274048
2	2.804	3.118299312	1.982547931	2.571252858	-2.929124209	-2.469670813	8.929298923	0.462244164	-1.090614528	9.636938079
2	6.027	3.652084222	5.055331917	2.606429271	-1.416970263	-0.823763692	10.3283404	-0.186292249	-1.607007561	5.998506465
1	2.743	0.921639054	4.43368056	2.607097321	-0.583495199	-2.995282168	10.03454314	-0.21684277	-1.370726702	1.469384188
1	1.284	2.851854439	1.355334888	2.607735731	-1.050635603	-0.32544732	10.61260514	0.720764921	-1.241415478	2.741951228
2	4.992	3.25500675	3.985184516	2.613952379	-0.05048571	-2.135926249	10.31481893	-0.187453239	-0.679844453	7.853797789
1	0.137	1.177590225	0.201746536	2.632298375	0.195662598	-2.277681486	9.511268407	0.993230181	-0.8018455	1.39999144
1	1.516	2.53446903	3.94207932	2.63405211	-1.505295615	-1.393030241	11.96546402	-0.182060028	-0.173032221	0.752393586
1	0.566	0.296152745	5.984456982	2.642217536	-1.350678784	-1.782140339	8.787489926	-0.049178245	-1.779584171	0.806849541
1	0.214	0.625428253	1.092797506	2.646262726	-0.058121319	-3.750383479	9.211325967	0.812517639	-1.035394088	0.0187648
2	3.902	5.174178651	4.201014124	2.654773507	-2.910234732	-1.865595382	10.56683512	-0.207586188	-0.645023897	17.76579683
2	2.075	5.374333356	0.316398668	2.655967459	0.682174118	1.185573023	13.19183543	0.983398629	1.44117314	12.48414344
2	5.523	2.655781598	5.584229502	2.656427669	-2.807961091	-2.119493089	8.964284216	-0.115220675	-1.223309688	12.1722786
1	0.992	1.258994715	0.411874593	2.678748075	-0.732256609	1.651746054	10.36302196	0.971965403	-1.259754694	1.621422491
1	1.464	1.330734547	0.7013027	2.679843763	0.606292227	-2.47144739	12.26168743	0.920021412	1.523766501	1.935761995
2	3.668	3.374179041	3.843981808	2.687358882	-1.754328752	1.077192662	11.61760563	-0.168066137	-0.400517921	9.37630937
2	3.328	6.236451235	3.800890683	2.688289751	-1.875898611	0.609898017	11.91045735	-0.161162791	-0.161324955	14.49362238
1	0.029	0.450663569	2.401670859	2.697016067	-2.862557279	1.109404459	13.10455452	0.280733788	0.583212523	0.326510948
1	0.176	1.612281577	4.692660313	2.714756988	-2.110746775	1.021985789	9.811745784	-0.21305727	-1.783791761	0.572416299
1	1.943	1.485851047	5.768356792	2.71484266	-0.270142213	0.63319587	11.08371134	-0.085359768	-0.178845506	0.447663477
1	2.469	2.172169105	4.333664509	2.718665955	-2.648531521	0.970670683	8.306168635	-0.214399845	-0.910258389	5.670293437
1	2.066	1.687981651	1.532985613	2.721119147	-0.185974623	-2.891873695	11.11502832	0.651855602	-0.065734287	0.075146277
2	3.782	6.346272059	4.088231545	2.732782073	0.817685831	1.567038259	12.22322615	-0.198485777	1.671266466	17.21016063
2	3.955	5.111187864	5.478065405	2.740151838	-2.693804212	-1.907822042	9.493463642	-0.131600061	-1.430615147	11.89485773
2	3.737	4.714009475	1.162240069	2.778803924	-2.319133313	-1.058595914	8.179270889	0.78959191	-1.052404317	30.63160092
2	5.454	2.53086218	1.169633444	2.783376194	-0.87912725	-0.950960357	11.4996563	0.787090629	-0.287178675	1.180965735
2	6.221	4.975102196	3.648693097	2.787652329	-1.560665078	-2.028315098	13.95569332	-0.13310098	-0.819469488	4.285876229
2	1.486	6.076160596	0.210269233	2.791750368	0.071867823	-1.49197636	10.49601779	0.992647414	-0.407230308	7.930676851
1	2.983	2.594947385	3.773174288	2.796250819	-1.658644536	-1.153317695	11.78504048	-0.156478864	-0.286166372	3.268790106
2	2.36	3.471340968	0.166266042	2.810680242	0.110472527	1.54120597	11.73703951	0.995398965	0.785617169	22.24388257
1	1.921	0.62548284	3.424031684	2.81385048	-0.262451606	-1.189151017	8.851011942	-0.081394944	-1.09931173	0.789224749
2	4.456	1.577624939	2.887767766	2.81713174	-0.762290869	-0.830434237	8.204047518	0.086955788	-1.033539837	16.05165621
2	7.029	2.468621135	2.587575908	2.819975208	-2.779378392	0.481506672	8.903786937	0.203320558	-1.221672022	13.44240722
1	0.44	1.507096287	3.991675637	2.828178525	-1.195527233	0.17743779	8.68570433	-0.188225507	-1.669501908	3.842255049
1	0.639	3.174741578	2.084441929	2.843044612	0.064994219	-2.510450307	11.26766172	0.417837983	0.333691129	3.70022622
1	0.841	2.129140805	0.790558009	2.843750611	-1.405102846	-2.323650405	12.13766782	0.899043341	-0.076798462	0.00610691
1	0.344	0.60241589	3.428264816	2.857399301	-2.138241887	0.628221038	12.65395739	-0.082479558	0.152890045	3.817331782
2	2.02	6.737900732	2.692885104	2.877150221	-0.149217247	0.537816508	11.4811044	0.161091681	0.31801315	0.480511345
1	0.328	0.405110242	2.741589411	2.878274273	-0.159192013	0.077477431	9.02156422	0.142042177	-1.078325238	0
1	0.579	1.198823491	1.175344114	2.884005747	0.550711143	-1.890291967	9.680936955	0.785150871	-0.444076931	0.774244503
2	3.972	6.835004605	2.059190177	2.885701188	0.019928061	1.13765256	9.084464869	0.428851898	-0.922723466	20.27025989
1	0.512	2.226647686	1.210342326	2.927933227	-2.436255004	-0.376321478	9.699957014	0.773117468	-1.610667511	0.058220853
1	0.263	0.752145805	4.792304675	2.931076335	-0.550199684	-1.042805607	10.81366092	-0.208001892	-0.703769155	0.459038938
2	3.942	6.384851595	3.033451445	2.935000077	-0.381264252	-2.594460836	8.109945801	0.035580116	-0.625272519	0.688189703
2	0.32	5.202777086	0.002405349	2.941739689	-1.201549951	-2.905728709	8.011889372	0.999999036	-1.089851924	15.99731482
2	0.829	4.090750248	4.225832379	2.945822827	-0.353295112	-0.736977035	12.94055811	-0.209177293	0.584813636	6.002225066
1	1.576	1.506821555	0.366268616	2.956961759	-2.99131303	-0.405870151	12.25215027	0.977790713	0.80132303	1.192868957
2	0.415	5.425862011	1.977270591	2.960944998	0.948609126	1.146347684	13.16319751	0.464539611	1.639728797	1.259209021
2	5.289	2.886126384	2.944655291	2.964432578	0.560699218	-2.503591131	8.238791134	0.066448122	0.156395909	20.40708994
1	0.607	1.138460696	4.999913799	2.968057062	-1.41152266	1.801857293	13.40131084	-0.191793051	-0.316120746	2.96234102
2	0.168	5.049434913	1.154959759	2.969435372	-2.430225615	-0.485203797	8.455172267	0.79204379	-1.218494617	1.48145951
1	1.074	0.870662574	0.356954728	2.970976785	-0.984926216	-2.023196773	9.153498614	0.978898769	-1.796660161	0.117749129
2	4.675	5.26780246	4.83345849	2.975906434	-1.010888308	-0.880208217	8.35763536	-0.205376758	-1.329932744	22.99561294
2	3.358	5.892350063	4.002457043	2.985340138	-2.95421522	-2.138787639	8.864430874	-0.189485167	-1.033353569	5.676612691
1	0.645	3.598081927	3.910554516	2.987110485	0.862930175	-0.609036136	12.99916631	-0.177823777	1.667547818	0.068554612
2	4.691	6.379262116	2.691880134	3.021900636	-0.559380832	-3.441065217	11.42172871	0.161488117	-0.117289273	7.466345039
2	0.035	4.637208909	1.854182013	3.031740001	-2.790046202	-1.825099401	13.23573238	0.517810156	0.43986775	7.003490352
2	1.518	6.277030303	4.952848021	3.03517137	-1.298086954	-0.524985529	10.06032617	-0.196095005	-1.767791074	19.52061293
1	1.182	0.524175889	4.061390596	3.040388166	0.35179492	-1.54338341	8.67256223	-0.19586375	-0.385593392	7.064661839
1	2.393	1.499335265	2.446617335	3.052087669	-0.956877853	-0.466052367	13.19857964	0.261735447	-0.01067286	0.207231066
2	4.556	4.860032199	4.068361049	3.078811282	-2.699342687	-1.248306143	8.189144453	-0.196561659	-0.75689698	1.306495323
2	4.561	2.90204486	4.096077775	3.086723743	-1.622257584	-2.416318566	12.22060576	-0.199218931	-0.057859656	30.7374195
1	0.259	1.220532776	3.184841738	3.104861649	-2.899906395	-0.267493007	12.79864474	-0.013575432	0.733805214	0.020788175
1	1.64	2.603409797	1.779375534	3.125731697	-2.941270403	-0.111207397	8.193687042	0.549814295	-0.532194497	1.181873026
2	0.817	6.709200723	0.781244702	3.127560694	-2.407385597	-2.428700782	9.748225672	0.901335712	-1.618143959	27.14863829
2	1.37	4.417813828	4.401859474	3.16333749	-2.486450438	-3.488875144	8.517925204	-0.216311291	-1.225499487	16.69710298
1	0.435	0.910732119	4.617083036	3.194146395	-2.499723648	-0.388123895	13.67949291	-0.215604055	-0.156830801	0.388483937
2	1.384	4.684875669	2.171805989	3.198575296	0.035166631	-0.154630379	8.652474089	0.379760025	-0.681145576	8.609885532
2	4.308	3.233506016	5.995020057	3.201287142	0.902643047	0.175041544	12.62460737	-0.047404947	1.783271835	3.555849458
1	1.382	3.674754683	4.334960647	3.21106158	-2.417559042	0.243656277	11.05309918	-0.21444611	-0.604918619	0.088959047
2	2.046	5.93850103	1.670124154	3.217146966	-1.737358307	-0.897337813	13.26276445	0.595806631	-0.219000227	5.770906914
2	3.466	6.203717612	1.993390082	3.221812707	-2.765192584	-1.407580926	10.3081096	0.457526225	-1.002154732	2.883408261
2	2.476	4.993097713	0.709752414	3.223250782	-1.871287631	-0.395940612	8.008376637	0.918131419	-1.10897351	13.92994392
1	1.388	3.010611577	0.092903006	3.227883427	-2.448394358	-3.095688969	12.89151218	0.998562126	0.308604918	0.67842075
1	0.382	1.950791766	2.285387304	3.247658991	-0.526964612	-0.606003656	11.44450114	0.330517869	-0.06891309	1.474256388
2	1.606	5.675766876	5.066221396	3.248272068	0.272183426	-2.149789234	11.87437369	-0.185158053	1.038808485	12.73207522
2	2.95	4.310441264	5.843681433	3.258388673	-1.434894577	-2.515810818	13.15273769	-0.07281207	-0.157823151	20.03487288
1	0.157	0.151035082	1.37675815	3.273745728	-1.188397007	-2.055522915	13.00918187	0.712713112	-0.024221342	2.124135598
1	0.72	1.720669003	5.840485482	3.273993346	0.331755445	-2.36194406	12.38938443	-0.073346742	1.31008204	0.510877214
1	0.401	1.061410555	0.793566829	3.290365917	-1.106942702	0.739804859	13.43699327	0.898297684	-0.249984528	0.313958751
1	0.768	2.362394861	1.600687004	3.290636594	-0.6542201	-1.290014236	8.639605082	0.624452691	-1.315806624	6.08213904
2	5.741	5.335586294	0.070824452	3.296223348	0.83473389	-0.608772062	11.75313988	0.999164192	1.428272735	6.918351901
2	3.854	6.650397798	0.330106112	3.296705737	-2.976740953	-1.799511744	11.65050843	0.981937023	0.445000967	16.86484005
1	1.132	3.48799432	2.723119276	3.298088769	-2.085902492	-0.52945224	8.036939805	0.149228145	-1.052179591	1.668026054
1	0.119	3.128737109	4.007247088	3.311516945	0.665968364	1.028716591	8.063230118	-0.190035597	0.410096029	0.742961237
1	0.307	2.689082644	2.450476957	3.31696115	-0.178119083	1.304614934	13.99276555	0.260111511	-0.033278654	1.712839015
1	0.286	0.072685926	0.22277611	3.320439608	-2.620629082	0.215954131	8.597685269	0.991748969	-1.174734412	2.887008585
2	2.022	7.217460713	2.974215585	3.321557116	-1.477515359	-0.262668389	13.92752858	0.056013643	-0.787546288	12.55656265
2	7.026	1.772316904	5.041307321	3.324249486	-2.868232809	0.235710596	13.87147331	-0.187727554	-0.007389425	22.4894938
1	2.882	1.453377859	0.163818944	3.328710756	-2.629383679	-1.421185352	10.93396634	0.995533223	-0.551672904	0.195458448
1	0	0.00653331	0.485387982	3.346047688	0.44364157	-0.474709908	9.706233965	0.961193065	-0.531420695	3.173497538
1	1.563	3.124422212	2.335475221	3.366615881	-2.114272501	-0.383784506	12.82632795	0.308975532	0.110484669	0.882306124
1	1.669	2.217031887	4.399214761	3.367560115	-1.46518007	-1.33122026	8.135652405	-0.216256878	-1.272388752	5.926026904
1	0.854	1.306663262	0.113756477	3.367591522	-1.684483196	0.747536772	9.097885724	0.997844639	-1.940589428	2.460844368
2	0.8	5.477402147	2.074310727	3.369618212	-0.88085155	-2.402611321	12.92199389	0.422257013	0.166148495	9.519513562
2	2.382	6.136914759	3.382880372	3.390097161	-2.229560214	-2.203086403	8.307460325	-0.07063603	-1.228844783	16.91238879
1	1.727	3.284097189	2.770251752	3.393983178	0.179484772	-1.421125159	10.7153044	0.130986386	-0.098092371	0.001600316
2	6.842	4.004886368	0.315281548	3.412849025	-0.096411729	-2.920659128	8.700325184	0.98351507	-0.845124631	6.851352984
2	0.774	5.415389181	1.653932879	3.41752845	-2.774107593	0.628946979	12.65624738	0.602531191	0.636694257	4.69939881
1	1.554	0.081364349	5.729056931	3.428169461	0.472007706	-0.575644927	9.198200828	-0.09184798	-0.519765648	3.7448769
1	0.647	3.473069194	4.067343331	3.46047416	-0.868731792	-1.908495442	11.61151003	-0.196460504	-0.185787991	4.015581379
1	0.061	0.619077782	2.644063079	3.469091723	0.793780567	0.318405087	11.66795499	0.180501017	1.335859398	0.00018482
1	2.293	1.999444434	5.505133979	3.485534441	-1.630541987	-2.452102366	11.20072635	-0.12749785	-0.794499725	1.221201264
1	0.52	1.696742546	0.515515735	3.491302963	-1.858681515	1.103071579	9.837429954	0.956292098	-1.874906957	0.224865795
1	0.003	0.004498066	5.288604296	3.494740321	-1.318925176	1.102654759	9.898276901	-0.158554262	-1.858426008	0.288497857
1	1.557	0.727932222	4.778941042	3.498523665	0.87159579	0.554847276	9.466550344	-0.208788144	-0.23377069	4.733810863
1	0.777	1.038416397	5.262113562	3.505159743	0.211508932	-0.06404885	8.544186535	-0.162039157	-0.426759754	3.093922773
1	0.009	3.055418928	1.586276285	3.507178821	-1.389050043	-1.367791693	11.88631559	0.630331675	-0.205991436	4.91539185
2	0.88	5.46479431	0.52455707	3.52568977	-2.757540608	-1.112808382	11.25168654	0.954766805	-0.12135887	8.057888814
1	0.874	0.602866306	1.164026345	3.535163117	-0.876555036	-1.718097971	10.24249745	0.78898863	-1.452426165	5.147049247
2	0.951	6.779927691	2.956404808	3.535179471	-0.608531046	-2.039805695	11.69052231	0.062282124	0.068682696	10.93800637
2	2.047	3.777367251	3.808864302	3.54130404	0.459097574	-0.399616255	13.53871092	-0.162474976	1.006506805	15.41054086
1	0.7	0.26616409	1.075043518	3.542573708	-0.228082495	1.397106338	13.88209072	0.818209531	0.026209066	1.814319253
1	2.531	1.074257013	0.80282547	3.545424745	-2.433049201	1.828816558	8.617553815	0.895987703	-1.342234779	4.279463479
